latitude,longitude,extent,timestamp,traffic_police_station,day_of_week,hour_of_day,junction_name,1km_grid_id,anomaly
17.4369555,78.3745024,1744,2024-01-02 18:30:04,Madhapur,Tuesday,18,,789,1
17.4445381,78.3629753,1600,2024-01-02 18:30:04,Madhapur,Tuesday,18,,692,1
17.4634039,78.385392,1200,2024-01-02 18:30:04,Madhapur,Tuesday,18,,834,1
17.4634039,78.385392,1018,2024-01-02 18:15:04,Madhapur,Tuesday,18,,834,1
17.438192,78.3757939,1926,2024-01-02 18:15:04,Madhapur,Tuesday,18,,789,1
17.438192,78.3757939,1926,2024-01-02 18:15:04,Madhapur,Tuesday,18,,789,1
17.4634039,78.385392,1200,2024-01-02 18:00:04,Madhapur,Tuesday,18,,834,1
17.4436399,78.3772007,2690,2024-01-02 18:00:04,Madhapur,Tuesday,18,,788,1
17.4634039,78.385392,1200,2024-01-02 17:45:04,Madhapur,Tuesday,17,,834,1
17.438192,78.3757939,2144,2024-01-02 17:45:04,Madhapur,Tuesday,17,,789,1
17.441434,78.3771449,2000,2024-01-02 17:30:04,Madhapur,Tuesday,17,,789,1
17.4634039,78.385392,1600,2024-01-02 17:30:04,Madhapur,Tuesday,17,,834,1
17.4634039,78.385392,1200,2024-01-02 17:15:04,Madhapur,Tuesday,17,,834,1
17.4634039,78.385392,1418,2024-01-02 17:00:04,Madhapur,Tuesday,17,,834,1
17.4634039,78.385392,1018,2024-01-02 16:45:04,Madhapur,Tuesday,16,,834,1
17.4634039,78.385392,800,2024-01-02 16:30:04,Madhapur,Tuesday,16,,834,1
17.4628144,78.385241,580,2024-01-02 11:15:04,Madhapur,Tuesday,11,,834,1
17.4634039,78.385392,1780,2024-01-02 10:45:04,Madhapur,Tuesday,10,,834,1
17.4634039,78.385392,1418,2024-01-02 10:30:13,Madhapur,Tuesday,10,,834,1
17.4728318,78.387634,400,2024-01-01 19:45:04,Madhapur,Monday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,400,2024-01-01 03:00:04,Madhapur,Monday,3,KPHB7THPHASE,833,1
17.4527859,78.3635144,800,2023-12-31 23:30:04,Madhapur,Sunday,23,,691,1
17.4555611,78.363879,400,2023-12-31 23:15:04,Madhapur,Sunday,23,,739,1
17.455959,78.3644679,254,2023-12-31 20:15:04,Madhapur,Sunday,20,,739,1
17.4562951,78.3643546,326,2023-12-31 19:15:04,Madhapur,Sunday,19,,739,1
17.4520113,78.3805748,544,2023-12-30 18:00:04,Madhapur,Saturday,18,CYBERTOWER,835,1
17.4520113,78.3805748,544,2023-12-30 16:30:04,Madhapur,Saturday,16,CYBERTOWER,835,1
17.4520113,78.3805748,544,2023-12-29 18:45:04,Madhapur,Friday,18,CYBERTOWER,835,1
17.4499288,78.3794286,1308,2023-12-28 18:45:04,Madhapur,Thursday,18,CYBERTOWER,787,1
17.4728318,78.387634,580,2023-12-27 18:45:05,Madhapur,Wednesday,18,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2023-12-27 13:00:04,Madhapur,Wednesday,13,,833,1
17.4628144,78.385241,580,2023-12-27 12:45:04,Madhapur,Wednesday,12,,834,1
17.4628144,78.385241,1854,2023-12-27 12:30:04,Madhapur,Wednesday,12,,834,1
17.4634039,78.385392,2544,2023-12-27 09:15:04,Madhapur,Wednesday,9,,833,1
17.4634039,78.385392,2544,2023-12-27 09:00:04,Madhapur,Wednesday,9,,833,1
17.4634039,78.385392,2326,2023-12-27 08:45:04,Madhapur,Wednesday,8,,833,1
17.4634039,78.385392,1418,2023-12-27 08:30:04,Madhapur,Wednesday,8,,834,1
17.4634039,78.385392,800,2023-12-26 09:15:04,Madhapur,Tuesday,9,,834,1
17.4728318,78.387634,254,2023-12-25 18:45:04,Madhapur,Monday,18,KPHB7THPHASE,833,1
17.457545,78.3653682,618,2023-12-24 20:45:04,Madhapur,Sunday,20,,739,1
17.457545,78.3653682,618,2023-12-24 20:15:04,Madhapur,Sunday,20,,739,1
17.457545,78.3653682,618,2023-12-24 19:15:04,Madhapur,Sunday,19,,739,1
17.457545,78.3653682,618,2023-12-24 19:00:04,Madhapur,Sunday,19,,739,1
17.4316101,78.4069582,254,2023-12-24 19:00:04,Madhapur,Sunday,19,,934,1
17.4562951,78.3643546,326,2023-12-24 18:30:04,Madhapur,Sunday,18,,739,1
17.4562951,78.3643546,326,2023-12-24 16:45:04,Madhapur,Sunday,16,,739,1
17.4634039,78.385392,400,2023-12-23 22:45:04,Madhapur,Saturday,22,,834,1
17.4487771,78.3791442,1308,2023-12-22 19:30:15,Madhapur,Friday,19,CYBERTOWER,788,1
17.4634039,78.385392,400,2023-12-22 19:30:15,Madhapur,Friday,19,,834,1
17.4634039,78.385392,800,2023-12-21 12:00:03,Madhapur,Thursday,12,,834,1
17.4598148,78.3847901,1636,2023-12-21 10:45:03,Madhapur,Thursday,10,,834,1
17.4375345,78.364987,1454,2023-12-20 19:45:03,Madhapur,Wednesday,19,,694,1
17.4375345,78.364987,1454,2023-12-20 18:30:03,Madhapur,Wednesday,18,,694,1
17.4634039,78.385392,1018,2023-12-20 10:45:03,Madhapur,Wednesday,10,,834,1
17.4728318,78.387634,400,2023-12-20 10:30:03,Madhapur,Wednesday,10,KPHB7THPHASE,833,1
17.445354,78.3773405,1562,2023-12-19 19:00:03,Madhapur,Tuesday,19,,788,1
17.4728318,78.387634,580,2023-12-19 10:45:03,Madhapur,Tuesday,10,,833,1
17.4634039,78.385392,1018,2023-12-19 10:30:04,Madhapur,Tuesday,10,,834,1
17.4554593,78.3637948,326,2023-12-17 21:30:03,Madhapur,Sunday,21,,739,1
17.4562951,78.3643546,326,2023-12-17 18:45:03,Madhapur,Sunday,18,,739,1
17.4514007,78.381157,326,2023-12-17 16:30:03,Madhapur,Sunday,16,CYBERTOWER,835,1
17.4728318,78.387634,326,2023-12-15 21:01:07,Madhapur,Friday,21,,785,1
17.4728318,78.387634,326,2023-12-15 20:30:04,Madhapur,Friday,20,,785,1
17.4384714,78.3637331,1344,2023-12-15 20:15:03,Madhapur,Friday,20,,693,1
17.4728318,78.387634,326,2023-12-15 20:15:03,Madhapur,Friday,20,,785,1
17.4520113,78.3805748,544,2023-12-15 20:15:03,Madhapur,Friday,20,CYBERTOWER,835,1
17.4728318,78.387634,326,2023-12-15 20:00:09,Madhapur,Friday,20,,785,1
17.4375345,78.364987,1272,2023-12-15 19:45:03,Madhapur,Friday,19,,694,1
17.4728318,78.387634,326,2023-12-15 19:45:03,Madhapur,Friday,19,,785,1
17.4384714,78.3637331,1162,2023-12-15 19:15:06,Madhapur,Friday,19,,693,1
17.4728318,78.387634,326,2023-12-15 19:00:03,Madhapur,Friday,19,,785,1
17.4728318,78.387634,326,2023-12-15 18:45:03,Madhapur,Friday,18,,785,1
17.4584256,78.3845155,2000,2023-12-14 20:15:03,Madhapur,Thursday,20,,834,1
17.4634039,78.385392,1636,2023-12-14 12:15:03,Madhapur,Thursday,12,,834,1
17.4634039,78.385392,800,2023-12-14 11:15:03,Madhapur,Thursday,11,,834,1
17.4634039,78.385392,1200,2023-12-14 09:45:03,Madhapur,Thursday,9,,833,1
17.4375345,78.364987,1562,2023-12-13 20:00:14,Madhapur,Wednesday,20,,693,1
17.4375345,78.364987,1600,2023-12-13 18:30:11,Madhapur,Wednesday,18,,693,1
17.4634039,78.385392,800,2023-12-13 12:00:09,Madhapur,Wednesday,12,,834,1
17.4634039,78.385392,580,2023-12-13 11:30:14,Madhapur,Wednesday,11,,834,1
17.4634039,78.385392,1018,2023-12-13 11:00:12,Madhapur,Wednesday,11,,834,1
17.4185886,78.3876497,290,2023-12-13 11:00:12,Madhapur,Wednesday,11,,839,1
17.4634039,78.385392,800,2023-12-13 10:00:21,Madhapur,Wednesday,10,,834,1
17.4634039,78.385392,618,2023-12-13 08:45:09,Madhapur,Wednesday,8,,834,1
17.4375345,78.364987,1636,2023-12-12 19:00:09,Madhapur,Tuesday,19,,694,1
17.4375345,78.364987,1454,2023-12-12 18:45:09,Madhapur,Tuesday,18,,694,1
17.4375345,78.364987,1454,2023-12-12 18:30:09,Madhapur,Tuesday,18,,693,1
17.4634039,78.385392,1018,2023-12-12 11:15:11,Madhapur,Tuesday,11,,834,1
17.4634039,78.385392,800,2023-12-12 10:00:11,Madhapur,Tuesday,10,,834,1
17.4114769,78.3963688,290,2023-12-11 19:00:11,Madhapur,Monday,19,NARAYANAMMACOLLEGE,888,1
17.4510013,78.3805519,1200,2023-12-11 18:30:11,Madhapur,Monday,18,CYBERTOWER,787,1
17.4634039,78.385392,1018,2023-12-11 11:00:10,Madhapur,Monday,11,,834,1
17.436779,78.3659065,1708,2023-12-11 10:30:15,Madhapur,Monday,10,,694,1
17.436779,78.3659065,1708,2023-12-11 10:30:15,Madhapur,Monday,10,,694,1
17.4728318,78.387634,580,2023-12-10 18:30:09,Madhapur,Sunday,18,,833,1
17.4583296,78.3658518,254,2023-12-10 18:15:10,Madhapur,Sunday,18,,739,1
17.4634039,78.385392,800,2023-12-10 12:45:09,Madhapur,Sunday,12,,834,1
17.4382259,78.3641085,1236,2023-12-09 19:15:09,Madhapur,Saturday,19,,693,1
17.4634039,78.385392,944,2023-12-08 17:30:10,Madhapur,Friday,17,,834,1
17.4728318,78.387634,580,2023-12-08 13:00:09,Madhapur,Friday,13,,833,1
17.4634039,78.385392,1200,2023-12-07 12:15:10,Madhapur,Thursday,12,,834,1
17.4634039,78.385392,618,2023-12-07 10:45:10,Madhapur,Thursday,10,,834,1
17.4634039,78.385392,580,2023-12-06 11:45:10,Madhapur,Wednesday,11,,834,1
17.4634039,78.385392,580,2023-12-06 11:30:09,Madhapur,Wednesday,11,,834,1
17.4375345,78.364987,1454,2023-12-06 11:15:09,Madhapur,Wednesday,11,,693,1
17.4634039,78.385392,580,2023-12-06 09:45:09,Madhapur,Wednesday,9,,834,1
17.4728318,78.387634,580,2023-12-06 09:15:09,Madhapur,Wednesday,9,,833,1
17.4634039,78.385392,1018,2023-12-05 11:30:10,Madhapur,Tuesday,11,,834,1
17.4180093,78.3886473,472,2023-12-05 11:30:10,Madhapur,Tuesday,11,,839,1
17.4634039,78.385392,800,2023-12-05 09:45:09,Madhapur,Tuesday,9,,834,1
17.4375345,78.364987,1454,2023-12-04 19:00:09,Madhapur,Monday,19,,694,1
17.4375345,78.364987,1636,2023-12-04 18:45:10,Madhapur,Monday,18,,694,1
17.4634039,78.385392,1018,2023-12-04 11:15:09,Madhapur,Monday,11,,834,1
17.4634039,78.385392,1200,2023-12-04 11:00:09,Madhapur,Monday,11,,833,1
17.4634039,78.385392,800,2023-12-04 10:30:09,Madhapur,Monday,10,,833,1
17.4634039,78.385392,618,2023-12-04 10:15:10,Madhapur,Monday,10,,834,1
17.4634039,78.385392,400,2023-12-02 12:15:09,Madhapur,Saturday,12,,834,1
17.4634039,78.385392,1200,2023-11-29 11:15:09,Madhapur,Wednesday,11,,833,1
17.4634039,78.385392,580,2023-11-29 10:30:09,Madhapur,Wednesday,10,,834,1
17.4634039,78.385392,1018,2023-11-29 10:15:09,Madhapur,Wednesday,10,,834,1
17.4628144,78.385241,580,2023-11-28 11:45:09,Madhapur,Tuesday,11,,834,1
17.4634039,78.385392,800,2023-11-28 09:45:09,Madhapur,Tuesday,9,,834,1
17.4728318,78.387634,400,2023-11-25 18:15:09,Madhapur,Saturday,18,KPHB7THPHASE,833,1
17.4487771,78.3791442,872,2023-11-24 20:30:09,Madhapur,Friday,20,CYBERTOWER,788,1
17.4634039,78.385392,944,2023-11-24 20:15:09,Madhapur,Friday,20,,834,1
17.4728318,78.387634,400,2023-11-24 20:00:09,Madhapur,Friday,20,KPHB7THPHASE,833,1
17.4375345,78.364987,1454,2023-11-24 19:30:09,Madhapur,Friday,19,,694,1
17.4375345,78.364987,1636,2023-11-24 19:15:09,Madhapur,Friday,19,,694,1
17.436779,78.3659065,1054,2023-11-24 19:00:09,Madhapur,Friday,19,,694,1
17.4375345,78.364987,1600,2023-11-24 18:45:09,Madhapur,Friday,18,,693,1
17.4443227,78.3770984,1418,2023-11-24 18:15:09,Madhapur,Friday,18,,788,1
17.4634039,78.385392,400,2023-11-24 09:45:09,Madhapur,Friday,9,,834,1
17.4634039,78.385392,618,2023-11-23 09:00:09,Madhapur,Thursday,9,,834,1
17.4728318,78.387634,290,2023-11-22 19:30:09,Madhapur,Wednesday,19,,785,1
17.4699708,78.3653644,690,2023-11-22 19:30:09,Madhapur,Wednesday,19,RTOKONDAPUR,737,1
17.4728318,78.387634,290,2023-11-22 19:15:09,Madhapur,Wednesday,19,,785,1
17.4728318,78.387634,290,2023-11-22 19:00:09,Madhapur,Wednesday,19,,785,1
17.4728318,78.387634,290,2023-11-22 18:45:09,Madhapur,Wednesday,18,,785,1
17.4738323,78.3639449,2144,2023-11-22 18:30:09,Madhapur,Wednesday,18,RTOKONDAPUR,737,1
17.4738323,78.3639449,2144,2023-11-22 18:15:09,Madhapur,Wednesday,18,RTOKONDAPUR,737,1
17.4634039,78.385392,580,2023-11-22 11:15:09,Madhapur,Wednesday,11,,834,1
17.4634039,78.385392,1018,2023-11-22 11:00:09,Madhapur,Wednesday,11,,834,1
17.4510013,78.3805519,1418,2023-11-21 19:15:09,Madhapur,Tuesday,19,CYBERTOWER,787,1
17.4634039,78.385392,400,2023-11-20 16:15:09,Madhapur,Monday,16,,834,1
17.4634039,78.385392,618,2023-11-20 16:00:09,Madhapur,Monday,16,,834,1
17.4728318,78.387634,362,2023-11-20 16:00:09,Madhapur,Monday,16,KPHB7THPHASE,833,1
17.4634039,78.385392,618,2023-11-20 15:45:09,Madhapur,Monday,15,,834,1
17.4728318,78.387634,400,2023-11-20 15:30:09,Madhapur,Monday,15,KPHB7THPHASE,833,1
17.4634039,78.385392,800,2023-11-20 09:00:09,Madhapur,Monday,9,,834,1
17.4634039,78.385392,618,2023-11-20 08:45:09,Madhapur,Monday,8,,834,1
17.4529461,78.3822943,472,2023-11-19 12:45:09,Madhapur,Sunday,12,SHILPARAMAM,835,1
17.4728318,78.387634,290,2023-11-18 19:15:10,Madhapur,Saturday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,400,2023-11-18 19:00:09,Madhapur,Saturday,19,KPHB7THPHASE,833,1
17.4529461,78.3822943,726,2023-11-16 11:30:05,Madhapur,Thursday,11,CYBERTOWER,835,1
17.4634039,78.385392,1018,2023-11-16 10:30:05,Madhapur,Thursday,10,,834,1
17.4728318,78.387634,580,2023-11-15 13:15:13,Madhapur,Wednesday,13,,833,1
17.4634039,78.385392,580,2023-11-15 10:45:13,Madhapur,Wednesday,10,,834,1
17.4634039,78.385392,1018,2023-11-15 10:00:13,Madhapur,Wednesday,10,,834,1
17.4634039,78.385392,580,2023-11-15 09:45:13,Madhapur,Wednesday,9,,834,1
17.436779,78.3659065,1054,2023-11-10 19:30:13,Madhapur,Friday,19,,694,1
17.4384714,78.3637331,1380,2023-11-10 19:15:14,Madhapur,Friday,19,,693,1
17.4362387,78.3669443,254,2023-11-10 18:30:13,Madhapur,Friday,18,CPOFFICEPSSCYB,741,1
17.4634039,78.385392,400,2023-11-10 09:45:13,Madhapur,Friday,9,,834,1
17.4634039,78.385392,618,2023-11-10 09:15:13,Madhapur,Friday,9,,834,1
17.4634039,78.385392,400,2023-11-10 08:45:13,Madhapur,Friday,8,,834,1
17.4634039,78.385392,800,2023-11-09 13:00:13,Madhapur,Thursday,13,,834,1
17.4634039,78.385392,1018,2023-11-09 10:45:14,Madhapur,Thursday,10,,834,1
17.4728318,78.387634,472,2023-11-08 22:30:13,Madhapur,Wednesday,22,KPHB7THPHASE,785,1
17.4699708,78.3653644,254,2023-11-08 22:15:13,Madhapur,Wednesday,22,RTOKONDAPUR,737,1
17.4728318,78.387634,362,2023-11-08 22:15:13,Madhapur,Wednesday,22,KPHB7THPHASE,833,1
17.4728318,78.387634,290,2023-11-08 22:15:13,Madhapur,Wednesday,22,,785,1
17.4728318,78.387634,436,2023-11-08 22:00:13,Madhapur,Wednesday,22,KPHB7THPHASE,833,1
17.4728318,78.387634,618,2023-11-08 21:45:13,Madhapur,Wednesday,21,KPHB7THPHASE,833,1
17.4728318,78.387634,290,2023-11-08 21:30:14,Madhapur,Wednesday,21,KPHB7THPHASE,833,1
17.4588961,78.3659796,508,2023-11-08 21:15:14,Madhapur,Wednesday,21,CII,738,1
17.4728318,78.387634,362,2023-11-08 21:00:14,Madhapur,Wednesday,21,KPHB7THPHASE,833,1
17.4409327,78.3917986,2036,2023-11-08 21:00:14,Madhapur,Wednesday,21,,885,1
17.4409327,78.3917986,2036,2023-11-08 21:00:14,Madhapur,Wednesday,21,,885,1
17.4409327,78.3917986,1490,2023-11-08 20:45:14,Madhapur,Wednesday,20,,885,1
17.4409327,78.3917986,1490,2023-11-08 20:45:14,Madhapur,Wednesday,20,,885,1
17.4375345,78.364987,1600,2023-11-08 20:45:14,Madhapur,Wednesday,20,,693,1
17.4728318,78.387634,362,2023-11-08 20:45:14,Madhapur,Wednesday,20,KPHB7THPHASE,833,1
17.4555919,78.3839122,1126,2023-11-08 20:30:15,Madhapur,Wednesday,20,JAIHINDENCLAVE100FEETROAD,835,1
17.436779,78.3659065,2218,2023-11-08 20:15:14,Madhapur,Wednesday,20,,694,1
17.436779,78.3659065,2218,2023-11-08 20:15:14,Madhapur,Wednesday,20,,694,1
17.436779,78.3659065,2218,2023-11-08 20:00:14,Madhapur,Wednesday,20,,694,1
17.436779,78.3659065,2218,2023-11-08 20:00:14,Madhapur,Wednesday,20,,694,1
17.4376371,78.3753794,1454,2023-11-08 20:00:14,Madhapur,Wednesday,20,,789,1
17.4375345,78.364987,2000,2023-11-08 19:45:14,Madhapur,Wednesday,19,,694,1
17.4520113,78.3805748,1526,2023-11-08 19:45:14,Madhapur,Wednesday,19,CYBERTOWER,787,1
17.4699708,78.3653644,690,2023-11-08 19:45:14,Madhapur,Wednesday,19,RTOKONDAPUR,737,1
17.4628144,78.385241,544,2023-11-08 19:45:14,Madhapur,Wednesday,19,,834,1
17.436779,78.3659065,2218,2023-11-08 19:30:15,Madhapur,Wednesday,19,,694,1
17.4542125,78.3831907,1018,2023-11-08 19:30:15,Madhapur,Wednesday,19,JAIHINDENCLAVE100FEETROAD,835,1
17.4375345,78.364987,2000,2023-11-08 19:15:13,Madhapur,Wednesday,19,,694,1
17.441434,78.3771449,1636,2023-11-08 19:00:13,Madhapur,Wednesday,19,,789,1
17.4529461,78.3822943,872,2023-11-08 19:00:13,Madhapur,Wednesday,19,SHILPARAMAM,835,1
17.4728318,78.387634,400,2023-11-08 19:00:13,Madhapur,Wednesday,19,KPHB7THPHASE,833,1
17.4634039,78.385392,800,2023-11-08 13:15:13,Madhapur,Wednesday,13,,834,1
17.436779,78.3659065,1490,2023-11-08 13:00:13,Madhapur,Wednesday,13,,694,1
17.436779,78.3659065,1490,2023-11-08 13:00:13,Madhapur,Wednesday,13,,694,1
17.4375345,78.364987,1854,2023-11-08 12:45:13,Madhapur,Wednesday,12,,694,1
17.4375345,78.364987,1672,2023-11-08 12:30:13,Madhapur,Wednesday,12,,694,1
17.4634039,78.385392,800,2023-11-08 12:00:13,Madhapur,Wednesday,12,,834,1
17.4634039,78.385392,580,2023-11-08 11:45:13,Madhapur,Wednesday,11,,834,1
17.4634039,78.385392,580,2023-11-08 10:00:13,Madhapur,Wednesday,10,,834,1
17.4634039,78.385392,1018,2023-11-08 09:00:13,Madhapur,Wednesday,9,,834,1
17.445354,78.3773405,1344,2023-11-07 20:45:13,Madhapur,Tuesday,20,,788,1
17.445354,78.3773405,1344,2023-11-07 20:15:13,Madhapur,Tuesday,20,,788,1
17.445354,78.3773405,1344,2023-11-07 19:45:13,Madhapur,Tuesday,19,,788,1
17.4634039,78.385392,1018,2023-11-07 11:00:13,Madhapur,Tuesday,11,,834,1
17.4634039,78.385392,800,2023-11-07 09:45:15,Madhapur,Tuesday,9,,834,1
17.4728318,78.387634,362,2023-11-06 19:00:13,Madhapur,Monday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2023-11-06 18:30:13,Madhapur,Monday,18,KPHB7THPHASE,833,1
17.4583296,78.3658518,1162,2023-11-06 10:30:13,Madhapur,Monday,10,,739,1
17.412748,78.3949929,326,2023-11-04 12:30:13,Madhapur,Saturday,12,WHISPERVALLEY,888,1
17.4384714,78.3637331,1126,2023-11-03 19:15:13,Madhapur,Friday,19,,693,1
17.4384714,78.3637331,1162,2023-11-03 19:00:13,Madhapur,Friday,19,,693,1
17.4634039,78.385392,1200,2023-11-02 10:45:13,Madhapur,Thursday,10,,834,1
17.4634039,78.385392,800,2023-11-02 10:30:13,Madhapur,Thursday,10,,834,1
17.4634039,78.385392,800,2023-11-02 10:15:13,Madhapur,Thursday,10,,834,1
17.4634039,78.385392,800,2023-11-02 10:00:13,Madhapur,Thursday,10,,834,1
17.4728318,78.387634,362,2023-11-01 20:30:13,Madhapur,Wednesday,20,KPHB7THPHASE,833,1
17.4634039,78.385392,800,2023-11-01 11:00:13,Madhapur,Wednesday,11,,834,1
17.4728318,78.387634,580,2023-11-01 10:15:13,Madhapur,Wednesday,10,,833,1
17.4634039,78.385392,1018,2023-10-31 09:00:13,Madhapur,Tuesday,9,,834,1
17.4728318,78.387634,290,2023-10-30 20:45:14,Madhapur,Monday,20,KPHB7THPHASE,833,1
17.4728318,78.387634,290,2023-10-30 20:30:14,Madhapur,Monday,20,KPHB7THPHASE,833,1
17.4634039,78.385392,800,2023-10-30 10:00:13,Madhapur,Monday,10,,834,1
17.4634039,78.385392,800,2023-10-30 09:00:13,Madhapur,Monday,9,,834,1
17.4529461,78.3822943,254,2023-10-29 18:30:13,Madhapur,Sunday,18,CYBERTOWER,835,1
17.4542125,78.3831907,326,2023-10-29 18:00:13,Madhapur,Sunday,18,CYBERTOWER,835,1
17.4728318,78.387634,290,2023-10-28 19:00:13,Madhapur,Saturday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,290,2023-10-28 18:30:13,Madhapur,Saturday,18,KPHB7THPHASE,833,1
17.4728318,78.387634,654,2023-10-26 20:00:13,Madhapur,Thursday,20,KPHB7THPHASE,833,1
17.4728318,78.387634,618,2023-10-26 19:45:13,Madhapur,Thursday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,618,2023-10-26 19:30:13,Madhapur,Thursday,19,KPHB7THPHASE,833,1
17.4634039,78.385392,2872,2023-10-26 10:00:12,Madhapur,Thursday,10,,834,1
17.4634039,78.385392,1600,2023-10-26 09:45:12,Madhapur,Thursday,9,,834,1
17.4529461,78.3822943,800,2023-10-26 09:45:12,Madhapur,Thursday,9,CYBERTOWER,835,1
17.4349732,78.3679054,326,2023-10-23 20:00:12,Madhapur,Monday,20,CPOFFICEPSSCYB,741,1
17.4414179,78.3772528,436,2023-10-22 18:45:12,Madhapur,Sunday,18,,788,1
17.4375345,78.364987,1272,2023-10-20 19:00:13,Madhapur,Friday,19,,694,1
17.4384714,78.3637331,1126,2023-10-20 18:45:12,Madhapur,Friday,18,,693,1
17.4634039,78.385392,400,2023-10-20 18:45:12,Madhapur,Friday,18,,834,1
17.4634039,78.385392,800,2023-10-18 10:44:07,Madhapur,Wednesday,10,,834,1
17.4634039,78.385392,1526,2023-10-18 09:44:07,Madhapur,Wednesday,9,,834,1
17.4634039,78.385392,800,2023-10-17 09:44:07,Madhapur,Tuesday,9,,834,1
17.4728318,78.387634,436,2023-10-16 16:44:07,Madhapur,Monday,16,KPHB7THPHASE,833,1
17.4634039,78.385392,544,2023-10-16 16:44:07,Madhapur,Monday,16,,834,1
17.4728318,78.387634,436,2023-10-16 16:29:07,Madhapur,Monday,16,KPHB7THPHASE,833,1
17.4634039,78.385392,1018,2023-10-16 09:44:07,Madhapur,Monday,9,,834,1
17.4634039,78.385392,618,2023-10-16 08:44:07,Madhapur,Monday,8,,834,1
17.4728318,78.387634,362,2023-10-15 18:29:07,Madhapur,Sunday,18,KPHB7THPHASE,833,1
17.4583296,78.3658518,254,2023-10-15 16:29:07,Madhapur,Sunday,16,,739,1
17.4634039,78.385392,400,2023-10-15 12:44:07,Madhapur,Sunday,12,,833,1
17.4514007,78.381157,580,2023-10-13 13:59:07,Madhapur,Friday,13,CYBERTOWER,835,1
17.4634039,78.385392,580,2023-10-13 09:44:07,Madhapur,Friday,9,,834,1
17.4634039,78.385392,618,2023-10-13 08:59:07,Madhapur,Friday,8,,834,1
17.4634039,78.385392,580,2023-10-13 08:44:07,Madhapur,Friday,8,,834,1
17.4634039,78.385392,1018,2023-10-12 11:14:07,Madhapur,Thursday,11,,834,1
17.4634039,78.385392,800,2023-10-12 10:44:07,Madhapur,Thursday,10,,834,1
17.4728318,78.387634,618,2023-10-11 19:14:08,Madhapur,Wednesday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,326,2023-10-11 18:59:06,Madhapur,Wednesday,18,,785,1
17.4634039,78.385392,1636,2023-10-11 14:59:07,Madhapur,Wednesday,14,,834,1
17.4634039,78.385392,1018,2023-10-11 14:44:07,Madhapur,Wednesday,14,,834,1
17.4628144,78.385241,580,2023-10-11 14:29:07,Madhapur,Wednesday,14,,834,1
17.4634039,78.385392,800,2023-10-11 11:05:54,Madhapur,Wednesday,11,,834,1
17.4634039,78.385392,1418,2023-10-11 10:50:54,Madhapur,Wednesday,10,,834,1
17.4634039,78.385392,800,2023-10-11 10:35:55,Madhapur,Wednesday,10,,834,1
17.4634039,78.385392,800,2023-10-11 10:20:54,Madhapur,Wednesday,10,,834,1
17.4499288,78.3794286,1490,2023-10-10 19:04:51,Madhapur,Tuesday,19,CYBERTOWER,787,1
17.4728318,78.387634,1236,2023-10-10 18:49:51,Madhapur,Tuesday,18,KPHB7THPHASE,833,1
17.4506795,78.3796763,690,2023-10-09 19:49:51,Madhapur,Monday,19,CYBERTOWER,787,1
17.4634039,78.385392,1018,2023-10-09 11:04:51,Madhapur,Monday,11,,834,1
17.4634039,78.385392,580,2023-10-09 10:34:51,Madhapur,Monday,10,,834,1
17.4634039,78.385392,800,2023-10-09 10:19:51,Madhapur,Monday,10,,834,1
17.4634039,78.385392,1200,2023-10-09 09:34:51,Madhapur,Monday,9,,833,1
17.4728318,78.387634,326,2023-10-07 19:19:51,Madhapur,Saturday,19,,785,1
17.4634039,78.385392,400,2023-10-06 21:04:51,Madhapur,Friday,21,,834,1
17.4634039,78.385392,400,2023-10-06 20:49:51,Madhapur,Friday,20,,834,1
17.4705105,78.3651267,544,2023-10-06 19:49:51,Madhapur,Friday,19,RTOKONDAPUR,737,1
17.4705105,78.3651267,544,2023-10-06 19:34:51,Madhapur,Friday,19,RTOKONDAPUR,737,1
17.4514007,78.381157,580,2023-10-06 13:41:10,Madhapur,Friday,13,CYBERTOWER,835,1
17.4728318,78.387634,580,2023-10-06 10:41:10,Madhapur,Friday,10,,833,1
17.4634039,78.385392,800,2023-10-06 10:11:10,Madhapur,Friday,10,,834,1
17.4634039,78.385392,400,2023-10-06 09:11:10,Madhapur,Friday,9,,834,1
17.4634039,78.385392,618,2023-10-05 17:41:10,Madhapur,Thursday,17,,834,1
17.4529461,78.3822943,800,2023-10-05 14:11:10,Madhapur,Thursday,14,CYBERTOWER,835,1
17.4634039,78.385392,1018,2023-10-05 09:41:10,Madhapur,Thursday,9,,834,1
17.4634039,78.385392,800,2023-10-05 09:26:10,Madhapur,Thursday,9,,834,1
17.4728318,78.387634,362,2023-10-04 19:26:10,Madhapur,Wednesday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,472,2023-10-04 19:11:10,Madhapur,Wednesday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2023-10-04 18:56:10,Madhapur,Wednesday,18,KPHB7THPHASE,833,1
17.4728318,78.387634,400,2023-10-04 18:41:10,Madhapur,Wednesday,18,KPHB7THPHASE,833,1
